title,description,category
Lampu jalan mati depan masjid,"PJU di Jl. Melati 7 padam sejak 5 hari, terutama pada siang. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Kurang tempat sampah pasar,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 10 hari. Area RT 09 RW 05 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Trotoar rusak lapangan komplek,RT 02 RW 03 Jl. Melati 1 di Kel. Anyelir mengalami kerusakan parah selama 4 hari. Lubang berdiameter 200 cm menyebabkan banjir kecil.,INFRASTRUCTURE
Pencurian motor depan masjid,Kejadian pencurian terjadi tiap akhir pekan pada sore di RT 06 RW 01 Kel. Mawar. Kondisi menyebabkan bau menyengat.,SECURITY
Marka jalan pudar taman,RT 03 RW 03 Jl. Kenanga 3 di Kel. Anyelir mengalami kerusakan ringan selama 6 hari. Lubang berdiameter 80 cm menyebabkan bau menyengat.,INFRASTRUCTURE
Kabel listrik semrawut gang utama,Pasokan listrik bermasalah tiap akhir pekan sejak 6 hari di Jl. Melati 2. Dampak: menyebabkan banjir kecil. Mohon pengecekan meter/pompa.,UTILITIES
Air PDAM sering mati taman,Pasokan air bermasalah hampir tiap hari sejak 6 hari di Jl. Kenanga 1. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Kucing hilang dicari pemilik perempatan,Informasi umum: pinjam fasilitas. Lokasi RT 05 RW 02 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Tiang lampu miring dekat sekolah,"PJU di Jl. Anggrek 1 padam sejak 3 hari, terutama pada sore. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Air PDAM sering mati pasar,Pasokan listrik bermasalah hampir tiap hari sejak 1 hari di Jl. Anggrek 4. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Panel PJU terbuka depan masjid,"PJU di Jl. Melati 3 padam sejak 6 hari, terutama pada pagi. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Pencurian motor perempatan,Kejadian keributan terjadi hampir tiap hari pada siang di RT 07 RW 05 Kel. Mawar. Kondisi membuat jalan licin.,SECURITY
Bau comberan taman,"Setelah hujan 10 hari, pohon besar mengalami masalah. Terjadi genangan dan membuat jalan licin.",ENVIRONMENT
Pohon tumbang/miring balai warga,"Setelah hujan 2 hari, tanah tebing mengalami masalah. Terjadi genangan dan mengganggu aktivitas warga.",ENVIRONMENT
Abu pembakaran sampah mengganggu jembatan kecil,Tumpukan sampah rumah tangga tiap akhir pekan tidak diangkut sejak 5 hari. Area RT 01 RW 04 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Limbah rumah tangga ke parit perempatan,"Setelah hujan 1 hari, tanah tebing mengalami masalah. Terjadi genangan dan menyebabkan banjir kecil.",ENVIRONMENT
Parkir liar tutup akses perempatan,Kejadian keributan terjadi hampir tiap hari pada sore di RT 07 RW 05 Kel. Mawar. Kondisi mengundang nyamuk.,SECURITY
Penerangan taman redup dekat sekolah,"PJU di Jl. Anggrek 4 padam sejak 6 hari, terutama pada siang. Menyebabkan area gelap dan menghambat akses darurat. Mohon perbaikan.",LIGHTING
Paving bergelombang dekat sekolah,RT 08 RW 04 Jl. Kenanga 3 di Kel. Cempaka mengalami kerusakan parah selama 1 hari. Lubang berdiameter 130 cm mengundang nyamuk.,INFRASTRUCTURE
Listrik padam saat hujan depan masjid,Pasokan listrik bermasalah setiap hari sejak 7 hari di Jl. Kenanga 5. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Listrik padam saat hujan samping pos ronda,Pasokan listrik bermasalah tiap akhir pekan sejak 3 hari di Jl. Melati 3. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
CCTV pos ronda mati samping pos ronda,Kejadian balap liar terjadi setiap hari pada pagi di RT 02 RW 04 Kel. Anyelir. Kondisi rawan kecelakaan.,SECURITY
Parkir liar tutup akses perempatan,Kejadian penjambretan terjadi tiap akhir pekan pada pagi di RT 06 RW 04 Kel. Anyelir. Kondisi mengundang nyamuk.,SECURITY
Kap lampu pecah gang utama,"PJU di Jl. Melati 4 padam sejak 10 hari, terutama pada malam. Menyebabkan area gelap dan membuat jalan licin. Mohon perbaikan.",LIGHTING
Permohonan surat pengantar perempatan,Informasi umum: administrasi. Lokasi RT 03 RW 04 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Bahu jalan longsor taman,RT 03 RW 02 Jl. Anggrek 4 di Kel. Anyelir mengalami kerusakan ringan selama 5 hari. Lubang berdiameter 180 cm mengakibatkan area gelap.,INFRASTRUCTURE
Jalan berlubang depan masjid,RT 03 RW 01 Jl. Kenanga 5 di Kel. Flamboyan mengalami kerusakan parah selama 6 hari. Lubang berdiameter 20 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Kucing hilang dicari pemilik balai warga,Informasi umum: administrasi. Lokasi RT 02 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Kabel listrik semrawut balai warga,Pasokan air bermasalah seminggu sekali sejak 3 hari di Jl. Kenanga 5. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Kabel listrik semrawut dekat sekolah,Pasokan air bermasalah hampir tiap hari sejak 10 hari di Jl. Anggrek 3. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Permohonan surat pengantar dekat sekolah,Informasi umum: pinjam fasilitas. Lokasi RT 10 RW 01 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Bahu jalan longsor pasar,RT 08 RW 02 Jl. Kenanga 3 di Kel. Teratai mengalami kerusakan ringan selama 2 hari. Lubang berdiameter 60 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Eceng gondok menutup kali gang utama,"Setelah hujan 7 hari, kali mengalami masalah. Terjadi hambatan aliran dan rawan kecelakaan.",ENVIRONMENT
Tekanan air sangat kecil taman,Pasokan air bermasalah seminggu sekali sejak 10 hari di Jl. Melati 5. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Keluhan suara genset dekat sekolah,Informasi umum: administrasi. Lokasi RT 09 RW 04 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Tempat sampah terpilah depan masjid,Mohon dipertimbangkan program taman baca di RT 02 RW 03 Kel. Cempaka untuk mencegah menyebabkan bau menyengat.,SUGGESTION
CCTV pos ronda mati lapangan komplek,Kejadian balap liar terjadi hampir tiap hari pada siang di RT 04 RW 03 Kel. Flamboyan. Kondisi menyebabkan banjir kecil.,SECURITY
Trotoar rusak depan masjid,RT 04 RW 01 Jl. Kenanga 4 di Kel. Cempaka mengalami kerusakan parah selama 7 hari. Lubang berdiameter 190 cm membuat jalan licin.,INFRASTRUCTURE
Sampah menumpuk lapangan komplek,Tumpukan ranting hampir tiap hari tidak diangkut sejak 1 hari. Area RT 10 RW 04 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Panel PJU terbuka jembatan kecil,"PJU di Jl. Anggrek 4 padam sejak 6 hari, terutama pada malam. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Tempat sampah terpilah perempatan,Mohon dipertimbangkan program kerja bakti bulanan di RT 05 RW 05 Kel. Cempaka untuk mencegah menghambat akses darurat.,SUGGESTION
Saran pemasangan speed bump gang utama,Mohon dipertimbangkan program taman baca di RT 06 RW 05 Kel. Anyelir untuk mencegah menghambat akses darurat.,SUGGESTION
Tempat sampah terpilah balai warga,Mohon dipertimbangkan program kerja bakti bulanan di RT 03 RW 03 Kel. Teratai untuk mencegah rawan kecelakaan.,SUGGESTION
Panel PJU terbuka lapangan komplek,"PJU di Jl. Melati 7 padam sejak 5 hari, terutama pada malam. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Eceng gondok menutup kali gang utama,"Setelah hujan 4 hari, kali mengalami masalah. Terjadi hambatan aliran dan menghambat akses darurat.",ENVIRONMENT
Kap lampu pecah pasar,"PJU di Jl. Kenanga 2 padam sejak 10 hari, terutama pada pagi. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Penutup got hilang jembatan kecil,RT 08 RW 05 Jl. Melati 5 di Kel. Mawar mengalami kerusakan sedang selama 2 hari. Lubang berdiameter 120 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Penambahan CCTV lapangan komplek,Mohon dipertimbangkan program rak sepeda di RT 05 RW 04 Kel. Mawar untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Eceng gondok menutup kali depan masjid,"Setelah hujan 14 hari, kali mengalami masalah. Terjadi hambatan aliran dan menyebabkan bau menyengat.",ENVIRONMENT
Penutup got hilang pasar,RT 04 RW 01 Jl. Kenanga 1 di Kel. Anyelir mengalami kerusakan ringan selama 2 hari. Lubang berdiameter 170 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Pohon tumbang/miring dekat sekolah,"Setelah hujan 14 hari, pohon besar mengalami masalah. Terjadi hambatan aliran dan membuat jalan licin.",ENVIRONMENT
Keluhan suara genset depan masjid,Informasi umum: barang hilang/temuan. Lokasi RT 05 RW 04 Kel. Teratai. Mohon tindak lanjut.,OTHER
Lampu jalan mati pasar,"PJU di Jl. Melati 4 padam sejak 4 hari, terutama pada malam. Menyebabkan area gelap dan menghambat akses darurat. Mohon perbaikan.",LIGHTING
Parkir liar tutup akses depan masjid,Kejadian keributan terjadi tiap akhir pekan pada sore di RT 01 RW 05 Kel. Cempaka. Kondisi mengundang nyamuk.,SECURITY
Tempat sampah terpilah taman,Mohon dipertimbangkan program rak sepeda di RT 10 RW 01 Kel. Anyelir untuk mencegah membuat jalan licin.,SUGGESTION
Pohon tumbang/miring depan masjid,"Setelah hujan 14 hari, saluran mengalami masalah. Terjadi genangan dan menyebabkan bau menyengat.",ENVIRONMENT
Permintaan pinjam kursi depan masjid,Informasi umum: administrasi. Lokasi RT 09 RW 02 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Listrik padam saat hujan samping pos ronda,Pasokan air bermasalah seminggu sekali sejak 4 hari di Jl. Melati 1. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Kucing hilang dicari pemilik gang utama,Informasi umum: barang hilang/temuan. Lokasi RT 01 RW 02 Kel. Mawar. Mohon tindak lanjut.,OTHER
Abu pembakaran sampah mengganggu lapangan komplek,Tumpukan sampah rumah tangga seminggu sekali tidak diangkut sejak 7 hari. Area RT 06 RW 01 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
CCTV pos ronda mati perempatan,Kejadian penjambretan terjadi seminggu sekali pada siang di RT 08 RW 02 Kel. Anyelir. Kondisi rawan kecelakaan.,SECURITY
Abu pembakaran sampah mengganggu perempatan,Tumpukan ranting hampir tiap hari tidak diangkut sejak 5 hari. Area RT 01 RW 03 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Paving bergelombang lapangan komplek,RT 07 RW 01 Jl. Melati 6 di Kel. Teratai mengalami kerusakan ringan selama 7 hari. Lubang berdiameter 100 cm membuat jalan licin.,INFRASTRUCTURE
Penerangan taman redup jembatan kecil,"PJU di Jl. Melati 1 padam sejak 4 hari, terutama pada sore. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Kucing hilang dicari pemilik pasar,Informasi umum: administrasi. Lokasi RT 01 RW 04 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Bau menyengat dari tumpukan sampah depan masjid,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 10 hari. Area RT 08 RW 02 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Bahu jalan longsor samping pos ronda,RT 05 RW 02 Jl. Anggrek 3 di Kel. Anyelir mengalami kerusakan parah selama 7 hari. Lubang berdiameter 190 cm rawan kecelakaan.,INFRASTRUCTURE
Parkir liar tutup akses jembatan kecil,Kejadian balap liar terjadi seminggu sekali pada malam di RT 01 RW 01 Kel. Flamboyan. Kondisi mengganggu aktivitas warga.,SECURITY
Pohon tumbang/miring lapangan komplek,"Setelah hujan 14 hari, pohon besar mengalami masalah. Terjadi hambatan aliran dan mengundang nyamuk.",ENVIRONMENT
Lampu jalan mati pasar,"PJU di Jl. Anggrek 2 padam sejak 2 hari, terutama pada sore. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Saran pemasangan speed bump perempatan,Mohon dipertimbangkan program rak sepeda di RT 10 RW 02 Kel. Mawar untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Keluhan suara genset samping pos ronda,Informasi umum: administrasi. Lokasi RT 03 RW 03 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Balap liar balai warga,Kejadian balap liar terjadi hampir tiap hari pada pagi di RT 06 RW 03 Kel. Cempaka. Kondisi menyebabkan bau menyengat.,SECURITY
Temuan dompet perempatan,Informasi umum: barang hilang/temuan. Lokasi RT 08 RW 01 Kel. Teratai. Mohon tindak lanjut.,OTHER
Orang asing mencurigakan samping pos ronda,Kejadian pencurian terjadi tiap akhir pekan pada siang di RT 06 RW 04 Kel. Cempaka. Kondisi membuat jalan licin.,SECURITY
Usulan bank sampah dekat sekolah,Mohon dipertimbangkan program pelatihan APAR di RT 07 RW 03 Kel. Flamboyan untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Program taman baca samping pos ronda,Mohon dipertimbangkan program one gate system di RT 05 RW 03 Kel. Anyelir untuk mencegah mengundang nyamuk.,SUGGESTION
Pohon tumbang/miring samping pos ronda,"Setelah hujan 10 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan menyebabkan banjir kecil.",ENVIRONMENT
Saran pemasangan speed bump gang utama,Mohon dipertimbangkan program one gate system di RT 08 RW 01 Kel. Anyelir untuk mencegah mengakibatkan area gelap.,SUGGESTION
Usulan bank sampah samping pos ronda,Mohon dipertimbangkan program pelatihan APAR di RT 01 RW 01 Kel. Cempaka untuk mencegah mengundang nyamuk.,SUGGESTION
Keluhan suara genset lapangan komplek,Informasi umum: barang hilang/temuan. Lokasi RT 07 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Listrik padam saat hujan taman,Pasokan listrik bermasalah tiap akhir pekan sejak 4 hari di Jl. Melati 6. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Jalan berlubang taman,RT 07 RW 03 Jl. Kenanga 2 di Kel. Anyelir mengalami kerusakan ringan selama 6 hari. Lubang berdiameter 40 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Air PDAM sering mati balai warga,Pasokan listrik bermasalah hampir tiap hari sejak 10 hari di Jl. Anggrek 2. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Pohon tumbang/miring dekat sekolah,"Setelah hujan 4 hari, kali mengalami masalah. Terjadi longsor kecil dan membuat jalan licin.",ENVIRONMENT
Listrik padam saat hujan lapangan komplek,Pasokan air bermasalah setiap hari sejak 10 hari di Jl. Kenanga 3. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
Tempat sampah terpilah samping pos ronda,Mohon dipertimbangkan program one gate system di RT 10 RW 03 Kel. Cempaka untuk mencegah rawan kecelakaan.,SUGGESTION
Air PDAM sering mati samping pos ronda,Pasokan listrik bermasalah seminggu sekali sejak 6 hari di Jl. Melati 6. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Kabel listrik semrawut taman,Pasokan air bermasalah setiap hari sejak 14 hari di Jl. Melati 6. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Marka jalan pudar samping pos ronda,RT 04 RW 01 Jl. Melati 5 di Kel. Cempaka mengalami kerusakan ringan selama 3 hari. Lubang berdiameter 60 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Permohonan surat pengantar samping pos ronda,Informasi umum: administrasi. Lokasi RT 04 RW 03 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Tiang lampu miring taman,"PJU di Jl. Anggrek 4 padam sejak 7 hari, terutama pada sore. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Eceng gondok menutup kali taman,"Setelah hujan 14 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan menyebabkan banjir kecil.",ENVIRONMENT
Tempat sampah terpilah jembatan kecil,Mohon dipertimbangkan program pelatihan APAR di RT 04 RW 01 Kel. Teratai untuk mencegah rawan kecelakaan.,SUGGESTION
Saran pemasangan speed bump jembatan kecil,Mohon dipertimbangkan program bank sampah di RT 01 RW 05 Kel. Flamboyan untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Trotoar rusak taman,RT 10 RW 03 Jl. Melati 4 di Kel. Teratai mengalami kerusakan ringan selama 14 hari. Lubang berdiameter 160 cm rawan kecelakaan.,INFRASTRUCTURE
Kap lampu pecah jembatan kecil,"PJU di Jl. Kenanga 5 padam sejak 5 hari, terutama pada malam. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Kucing hilang dicari pemilik depan masjid,Informasi umum: administrasi. Lokasi RT 05 RW 05 Kel. Mawar. Mohon tindak lanjut.,OTHER
Banjir genangan balai warga,"Setelah hujan 10 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan mengganggu aktivitas warga.",ENVIRONMENT
Marka jalan pudar depan masjid,RT 02 RW 04 Jl. Kenanga 1 di Kel. Flamboyan mengalami kerusakan parah selama 14 hari. Lubang berdiameter 160 cm rawan kecelakaan.,INFRASTRUCTURE
Bahu jalan longsor samping pos ronda,RT 02 RW 05 Jl. Melati 4 di Kel. Anyelir mengalami kerusakan parah selama 4 hari. Lubang berdiameter 130 cm menghambat akses darurat.,INFRASTRUCTURE
Lampu jalan mati perempatan,"PJU di Jl. Anggrek 4 padam sejak 3 hari, terutama pada pagi. Menyebabkan area gelap dan menghambat akses darurat. Mohon perbaikan.",LIGHTING
Permohonan surat pengantar jembatan kecil,Informasi umum: barang hilang/temuan. Lokasi RT 01 RW 04 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Abu pembakaran sampah mengganggu pasar,Tumpukan plastik setiap hari tidak diangkut sejak 2 hari. Area RT 07 RW 05 menjadi kotor dan membuat jalan licin.,CLEANLINESS
Permohonan surat pengantar taman,Informasi umum: administrasi. Lokasi RT 04 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Limbah rumah tangga ke parit pasar,"Setelah hujan 3 hari, saluran mengalami masalah. Terjadi genangan dan rawan kecelakaan.",ENVIRONMENT
Kucing hilang dicari pemilik pasar,Informasi umum: administrasi. Lokasi RT 09 RW 02 Kel. Mawar. Mohon tindak lanjut.,OTHER
Paving bergelombang pasar,RT 09 RW 02 Jl. Kenanga 4 di Kel. Mawar mengalami kerusakan ringan selama 1 hari. Lubang berdiameter 120 cm mengakibatkan area gelap.,INFRASTRUCTURE
Limbah rumah tangga ke parit jembatan kecil,"Setelah hujan 3 hari, kali mengalami masalah. Terjadi longsor kecil dan menyebabkan banjir kecil.",ENVIRONMENT
Keluhan suara genset perempatan,Informasi umum: administrasi. Lokasi RT 05 RW 02 Kel. Mawar. Mohon tindak lanjut.,OTHER
Banjir genangan pasar,"Setelah hujan 7 hari, kali mengalami masalah. Terjadi genangan dan mengundang nyamuk.",ENVIRONMENT
Lampu jalan mati perempatan,"PJU di Jl. Anggrek 5 padam sejak 5 hari, terutama pada malam. Menyebabkan area gelap dan rawan kecelakaan. Mohon perbaikan.",LIGHTING
Kurang tempat sampah depan masjid,Tumpukan plastik setiap hari tidak diangkut sejak 4 hari. Area RT 01 RW 04 menjadi kotor dan membuat jalan licin.,CLEANLINESS
Kerja bakti rutin samping pos ronda,Mohon dipertimbangkan program kerja bakti bulanan di RT 02 RW 02 Kel. Teratai untuk mencegah rawan kecelakaan.,SUGGESTION
Kabel listrik semrawut gang utama,Pasokan listrik bermasalah tiap akhir pekan sejak 10 hari di Jl. Melati 2. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Tempat sampah terpilah gang utama,Mohon dipertimbangkan program one gate system di RT 01 RW 03 Kel. Mawar untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Kabel listrik semrawut gang utama,Pasokan air bermasalah tiap akhir pekan sejak 2 hari di Jl. Melati 6. Dampak: menghambat akses darurat. Mohon pengecekan meter/pompa.,UTILITIES
Kucing hilang dicari pemilik pasar,Informasi umum: pinjam fasilitas. Lokasi RT 10 RW 04 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Balap liar gang utama,Kejadian keributan terjadi seminggu sekali pada malam di RT 05 RW 04 Kel. Cempaka. Kondisi mengundang nyamuk.,SECURITY
Kurang tempat sampah perempatan,Tumpukan ranting hampir tiap hari tidak diangkut sejak 10 hari. Area RT 02 RW 01 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Saran pemasangan speed bump depan masjid,Mohon dipertimbangkan program kerja bakti bulanan di RT 01 RW 02 Kel. Teratai untuk mencegah mengakibatkan area gelap.,SUGGESTION
Abu pembakaran sampah mengganggu jembatan kecil,Tumpukan sampah rumah tangga setiap hari tidak diangkut sejak 4 hari. Area RT 10 RW 05 menjadi kotor dan menyebabkan banjir kecil.,CLEANLINESS
Usulan bank sampah dekat sekolah,Mohon dipertimbangkan program bank sampah di RT 03 RW 02 Kel. Cempaka untuk mencegah mengundang nyamuk.,SUGGESTION
Jembatan kecil rapuh perempatan,RT 09 RW 01 Jl. Anggrek 1 di Kel. Cempaka mengalami kerusakan parah selama 6 hari. Lubang berdiameter 90 cm menghambat akses darurat.,INFRASTRUCTURE
Penerangan taman redup gang utama,"PJU di Jl. Anggrek 2 padam sejak 5 hari, terutama pada siang. Menyebabkan area gelap dan rawan kecelakaan. Mohon perbaikan.",LIGHTING
Balap liar balai warga,Kejadian pencurian terjadi seminggu sekali pada pagi di RT 03 RW 01 Kel. Cempaka. Kondisi mengakibatkan area gelap.,SECURITY
Kucing hilang dicari pemilik samping pos ronda,Informasi umum: pinjam fasilitas. Lokasi RT 09 RW 05 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Kucing hilang dicari pemilik samping pos ronda,Informasi umum: barang hilang/temuan. Lokasi RT 06 RW 04 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Lampu jalan mati gang utama,"PJU di Jl. Kenanga 1 padam sejak 4 hari, terutama pada malam. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Listrik padam saat hujan pasar,Pasokan air bermasalah setiap hari sejak 1 hari di Jl. Kenanga 1. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Panel PJU terbuka depan masjid,"PJU di Jl. Melati 1 padam sejak 3 hari, terutama pada malam. Menyebabkan area gelap dan membuat jalan licin. Mohon perbaikan.",LIGHTING
Permohonan surat pengantar perempatan,Informasi umum: pinjam fasilitas. Lokasi RT 10 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Pohon tumbang/miring taman,"Setelah hujan 4 hari, kali mengalami masalah. Terjadi genangan dan membuat jalan licin.",ENVIRONMENT
Penutup got hilang dekat sekolah,RT 01 RW 04 Jl. Anggrek 2 di Kel. Flamboyan mengalami kerusakan ringan selama 7 hari. Lubang berdiameter 190 cm menyebabkan banjir kecil.,INFRASTRUCTURE
Panel PJU terbuka pasar,"PJU di Jl. Kenanga 3 padam sejak 5 hari, terutama pada siang. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Listrik padam saat hujan perempatan,Pasokan air bermasalah seminggu sekali sejak 10 hari di Jl. Melati 5. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Keluhan suara genset depan masjid,Informasi umum: barang hilang/temuan. Lokasi RT 06 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Orang asing mencurigakan dekat sekolah,Kejadian keributan terjadi setiap hari pada siang di RT 09 RW 01 Kel. Mawar. Kondisi menyebabkan banjir kecil.,SECURITY
Penerangan taman redup gang utama,"PJU di Jl. Anggrek 4 padam sejak 6 hari, terutama pada siang. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Kerja bakti rutin dekat sekolah,Mohon dipertimbangkan program kerja bakti bulanan di RT 04 RW 01 Kel. Anyelir untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Penutup got hilang taman,RT 03 RW 01 Jl. Melati 5 di Kel. Anyelir mengalami kerusakan parah selama 10 hari. Lubang berdiameter 30 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Banjir genangan samping pos ronda,"Setelah hujan 6 hari, kali mengalami masalah. Terjadi longsor kecil dan menyebabkan banjir kecil.",ENVIRONMENT
Kerja bakti rutin dekat sekolah,Mohon dipertimbangkan program one gate system di RT 10 RW 02 Kel. Flamboyan untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Keributan warga mabuk depan masjid,Kejadian aksi mencurigakan terjadi setiap hari pada malam di RT 06 RW 05 Kel. Cempaka. Kondisi membuat jalan licin.,SECURITY
Penutup got hilang balai warga,RT 07 RW 04 Jl. Anggrek 3 di Kel. Teratai mengalami kerusakan sedang selama 4 hari. Lubang berdiameter 180 cm membahayakan pejalan kaki.,INFRASTRUCTURE
CCTV pos ronda mati lapangan komplek,Kejadian keributan terjadi seminggu sekali pada sore di RT 07 RW 03 Kel. Mawar. Kondisi rawan kecelakaan.,SECURITY
Kebocoran pipa air balai warga,Pasokan listrik bermasalah seminggu sekali sejak 7 hari di Jl. Kenanga 3. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Trotoar rusak gang utama,RT 04 RW 03 Jl. Anggrek 5 di Kel. Cempaka mengalami kerusakan ringan selama 5 hari. Lubang berdiameter 80 cm mengundang nyamuk.,INFRASTRUCTURE
Kebocoran pipa air depan masjid,Pasokan air bermasalah seminggu sekali sejak 10 hari di Jl. Melati 4. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Sampah menumpuk lapangan komplek,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 5 hari. Area RT 01 RW 01 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Kurang tempat sampah jembatan kecil,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 2 hari. Area RT 03 RW 03 menjadi kotor dan rawan kecelakaan.,CLEANLINESS
Kucing hilang dicari pemilik samping pos ronda,Informasi umum: pinjam fasilitas. Lokasi RT 09 RW 05 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Lampu jalan mati perempatan,"PJU di Jl. Melati 6 padam sejak 7 hari, terutama pada siang. Menyebabkan area gelap dan rawan kecelakaan. Mohon perbaikan.",LIGHTING
Bahu jalan longsor balai warga,RT 10 RW 04 Jl. Kenanga 2 di Kel. Mawar mengalami kerusakan parah selama 6 hari. Lubang berdiameter 80 cm membuat jalan licin.,INFRASTRUCTURE
Kerja bakti rutin samping pos ronda,Mohon dipertimbangkan program taman baca di RT 07 RW 04 Kel. Cempaka untuk mencegah membuat jalan licin.,SUGGESTION
Abu pembakaran sampah mengganggu perempatan,Tumpukan plastik tiap akhir pekan tidak diangkut sejak 4 hari. Area RT 06 RW 05 menjadi kotor dan mengganggu aktivitas warga.,CLEANLINESS
Air PDAM sering mati pasar,Pasokan air bermasalah setiap hari sejak 1 hari di Jl. Kenanga 1. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Sampah menumpuk lapangan komplek,Tumpukan sampah rumah tangga setiap hari tidak diangkut sejak 7 hari. Area RT 06 RW 01 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
